irn,LegalStatus,AccessionNo,Title,Creators,Culture,RecordType,MediumSupport,CreditLine,SummaryData,Publish,DagwoodID
"16482","Accessioned","83.1","An Anxious Mother","Artist: Percival de Luce (American, 1847 - 1914)","","Visual Works: Paintings","oil on canvas","Gift of the Girl's Classical School","[83.1] *An Anxious Mother*, de Luce, Percival",Yes,55701
"16482","Accessioned","83.1","An Anxious Mother","Artist: Percival de Luce (American, 1847 - 1914)","","Visual Works: Paintings","oil on canvas","Gift of the Girl's Classical School","[83.1] *An Anxious Mother*, de Luce, Percival",Yes,55701
"16482","Accessioned","83.1","An Anxious Mother","Artist: Percival de Luce (American, 1847 - 1914)","","Visual Works: Paintings","oil on canvas","Gift of the Girl's Classical School","[83.1] *An Anxious Mother*, de Luce, Percival",Yes,55701
"16482","Accessioned","83.1","An Anxious Mother","Artist: Percival de Luce (American, 1847 - 1914)","","Visual Works: Paintings","oil on canvas","Gift of the Girl's Classical School","[83.1] *An Anxious Mother*, de Luce, Percival",Yes,55701
"16482","Accessioned","83.1","An Anxious Mother","Artist: Percival de Luce (American, 1847 - 1914)","","Visual Works: Paintings","oil on canvas","Gift of the Girl's Classical School","[83.1] *An Anxious Mother*, de Luce, Percival",Yes,55701
"16482","Accessioned","83.1","An Anxious Mother","Artist: Percival de Luce (American, 1847 - 1914)","","Visual Works: Paintings","oil on canvas","Gift of the Girl's Classical School","[83.1] *An Anxious Mother*, de Luce, Percival",Yes,55701
"16482","Accessioned","83.1","An Anxious Mother","Artist: Percival de Luce (American, 1847 - 1914)","","Visual Works: Paintings","oil on canvas","Gift of the Girl's Classical School","[83.1] *An Anxious Mother*, de Luce, Percival",Yes,55701
"16482","Accessioned","83.1","An Anxious Mother","Artist: Percival de Luce (American, 1847 - 1914)","","Visual Works: Paintings","oil on canvas","Gift of the Girl's Classical School","[83.1] *An Anxious Mother*, de Luce, Percival",Yes,55701
"16482","Accessioned","83.1","An Anxious Mother","Artist: Percival de Luce (American, 1847 - 1914)","","Visual Works: Paintings","oil on canvas","Gift of the Girl's Classical School","[83.1] *An Anxious Mother*, de Luce, Percival",Yes,55701
"16502","Accessioned","11.81","The Constitutional Elm","Artist: William J. Forsyth (American, 1854 - 1935)","","Visual Works: Paintings","watercolor and gouache on off-white paper","Gift of Mrs. Addison Bybee","[11.81] *The Constitutional Elm*, Forsyth, William J.",Yes,56124
"16502","Accessioned","11.81","The Constitutional Elm","Artist: William J. Forsyth (American, 1854 - 1935)","","Visual Works: Paintings","watercolor and gouache on off-white paper","Gift of Mrs. Addison Bybee","[11.81] *The Constitutional Elm*, Forsyth, William J.",Yes,56124
"16502","Accessioned","11.81","The Constitutional Elm","Artist: William J. Forsyth (American, 1854 - 1935)","","Visual Works: Paintings","watercolor and gouache on off-white paper","Gift of Mrs. Addison Bybee","[11.81] *The Constitutional Elm*, Forsyth, William J.",Yes,56124
"16502","Accessioned","11.81","The Constitutional Elm","Artist: William J. Forsyth (American, 1854 - 1935)","","Visual Works: Paintings","watercolor and gouache on off-white paper","Gift of Mrs. Addison Bybee","[11.81] *The Constitutional Elm*, Forsyth, William J.",Yes,56124
"16502","Accessioned","11.81","The Constitutional Elm","Artist: William J. Forsyth (American, 1854 - 1935)","","Visual Works: Paintings","watercolor and gouache on off-white paper","Gift of Mrs. Addison Bybee","[11.81] *The Constitutional Elm*, Forsyth, William J.",Yes,56124
"16502","Accessioned","11.81","The Constitutional Elm","Artist: William J. Forsyth (American, 1854 - 1935)","","Visual Works: Paintings","watercolor and gouache on off-white paper","Gift of Mrs. Addison Bybee","[11.81] *The Constitutional Elm*, Forsyth, William J.",Yes,56124
"16502","Accessioned","11.81","The Constitutional Elm","Artist: William J. Forsyth (American, 1854 - 1935)","","Visual Works: Paintings","watercolor and gouache on off-white paper","Gift of Mrs. Addison Bybee","[11.81] *The Constitutional Elm*, Forsyth, William J.",Yes,56124
"16502","Accessioned","11.81","The Constitutional Elm","Artist: William J. Forsyth (American, 1854 - 1935)","","Visual Works: Paintings","watercolor and gouache on off-white paper","Gift of Mrs. Addison Bybee","[11.81] *The Constitutional Elm*, Forsyth, William J.",Yes,56124
"16532","Accessioned","1990.92","In the El","Artist: Martin Petersen (American, 1866 - 1956)","","Visual Works: Prints","ink on paper, etching","Gift of Dr. Steven Conant","[1990.92] *In the El*, Petersen, Martin",Yes,69157
"16540","Accessioned","1990.48","Caricature of a Cleric Wearing Spectacles","Artist: Carlo Maratti (Italian, 1625 - 1713)","","Visual Works: Drawings","red chalk on off-white laid paper","McKee Fine Arts Purchase Fund","[1990.48] *Caricature of a Cleric Wearing Spectacles*, Maratti, Carlo",Yes,17953
"16563","Accessioned","77.229","Pelvis with the Distance","Artist: Georgia O'Keeffe (American, 1887 - 1986)","","Visual Works: Paintings","oil on canvas","Gift of Anne Marmon Greenleaf in memory of Caroline Marmon Fesler","[77.229] *Pelvis with the Distance*, O'Keeffe, Georgia",Yes,80035
"16563","Accessioned","77.229","Pelvis with the Distance","Artist: Georgia O'Keeffe (American, 1887 - 1986)","","Visual Works: Paintings","oil on canvas","Gift of Anne Marmon Greenleaf in memory of Caroline Marmon Fesler","[77.229] *Pelvis with the Distance*, O'Keeffe, Georgia",Yes,80035
"16584","Accessioned","74.356","purse","","","Costume Accessories","silk satin, glass sequins, pearls, metal","Gift of Mrs. Martin S. Kochman","[74.356] *purse* - American",Yes,19284
"16589","Accessioned","74.144A-B","wedding dress (bodice, skirt)","Artist: Unknown","","Costume","silk satin, silk chiffon","Gift of Mrs. William A. Nyland","[74.144A-B] *wedding dress (bodice, skirt)*, Unknown - American",Yes,17803
"16589","Accessioned","74.144A-B","wedding dress (bodice, skirt)","Artist: Unknown","","Costume","silk satin, silk chiffon","Gift of Mrs. William A. Nyland","[74.144A-B] *wedding dress (bodice, skirt)*, Unknown - American",Yes,17803
"1659","Accessioned","77.363","crazy quilt","Artist: Victorene P. Mitchell (American, about 1829 - 1916)","","Furnishings","silk, velvet, cotton, pieced, embroidered, and painted","Gift of Mrs. Jaema C. Ryan","[77.363] *crazy quilt*, Mitchell, Victorene Parsons",Yes,49564
"1659","Accessioned","77.363","crazy quilt","Artist: Victorene P. Mitchell (American, about 1829 - 1916)","","Furnishings","silk, velvet, cotton, pieced, embroidered, and painted","Gift of Mrs. Jaema C. Ryan","[77.363] *crazy quilt*, Mitchell, Victorene Parsons",Yes,49564
"1659","Accessioned","77.363","crazy quilt","Artist: Victorene P. Mitchell (American, about 1829 - 1916)","","Furnishings","silk, velvet, cotton, pieced, embroidered, and painted","Gift of Mrs. Jaema C. Ryan","[77.363] *crazy quilt*, Mitchell, Victorene Parsons",Yes,49564
"1659","Accessioned","77.363","crazy quilt","Artist: Victorene P. Mitchell (American, about 1829 - 1916)","","Furnishings","silk, velvet, cotton, pieced, embroidered, and painted","Gift of Mrs. Jaema C. Ryan","[77.363] *crazy quilt*, Mitchell, Victorene Parsons",Yes,49564
"1659","Accessioned","77.363","crazy quilt","Artist: Victorene P. Mitchell (American, about 1829 - 1916)","","Furnishings","silk, velvet, cotton, pieced, embroidered, and painted","Gift of Mrs. Jaema C. Ryan","[77.363] *crazy quilt*, Mitchell, Victorene Parsons",Yes,49564
"1659","Accessioned","77.363","crazy quilt","Artist: Victorene P. Mitchell (American, about 1829 - 1916)","","Furnishings","silk, velvet, cotton, pieced, embroidered, and painted","Gift of Mrs. Jaema C. Ryan","[77.363] *crazy quilt*, Mitchell, Victorene Parsons",Yes,49564
"16590","Accessioned","76.249.9","pectoral (yungshel melong)","","Tibetan","Costume Accessories","silver, gilding, turquoise, coral, glass","Orville A. and Elma D. Wilkinson Fund","[76.249.9] *pectoral (yungshel melong)* - Tibetan",Yes,28890
"16590","Accessioned","76.249.9","pectoral (yungshel melong)","","Tibetan","Costume Accessories","silver, gilding, turquoise, coral, glass","Orville A. and Elma D. Wilkinson Fund","[76.249.9] *pectoral (yungshel melong)* - Tibetan",Yes,28890
"16590","Accessioned","76.249.9","pectoral (yungshel melong)","","Tibetan","Costume Accessories","silver, gilding, turquoise, coral, glass","Orville A. and Elma D. Wilkinson Fund","[76.249.9] *pectoral (yungshel melong)* - Tibetan",Yes,28890
"16600","Accessioned","1983.128","Bleecker Street","Artist: Saul Steinberg (American, 1914 - 1999)","","Visual Works: Prints","ink","Gift of the McKee Foundation","[1983.128] *Bleecker Street*, Steinberg, Saul",Yes,62077
"16605","Accessioned","30.1020","The Company of Undertakers","Artist: William Hogarth (British, 1697 - 1764)","","Visual Works: Prints","etching and engraving","Gift of William George Sullivan","[30.1020] *The Company of Undertakers*, Hogarth, William",Yes,71102
"16613","Accessioned","LH2008.15.2A-B","vase","","","Containers","gilt bronze, glass","Gift of Jane Rauch Kitchen","[LH2008.15.2A-B] *vase* - French",Yes,56854
"16615","Accessioned","1983.20","lidded water pitcher","Manufacturer: Low, Ball & Company (American)","","Containers","silver","Gift of the Alliance of the Indianapolis Museum of Art","[1983.20] *lidded water pitcher*, Low, Ball & Company",Yes,28922
"16621","Accessioned","69.19","A Young Mother","Artist: Bessie P. Vonnoh (American, 1872 - 1955)\\Foundry: Roman Bronze Works (American)","","Visual Works: Sculpture","bronze","Gift of Katherine J. Darby and Charles C. Darby","[69.19] *A Young Mother*, Vonnoh, Bessie Potter, Roman Bronze Works",Yes,56550
"16627","Returned","TR9111/18","hat","","","Costume Accessories","feathers with rhinestones in metal settings","Collection of Linda C. McMurray","Returned - [TR9111/18] *hat*",No,15475
"16635","Accessioned","72.47.122","Chōkichi ane Oseki 長吉姉お関","Artist: Utagawa Kunisada 歌川国貞 (Japanese, 1786 - 1864)","","Visual Works: Prints","color woodblock print","Gift of Mrs. Kate Kiser Klein","[72.47.122] *Chōkichi ane Oseki 長吉姉お関*, Utagawa Kunisada 歌川国貞",Yes,45595
"16675","Accessioned","1993.26","Country Scene","Artist: Asa Cheffetz (American, 1897 - 1965)","","Visual Works: Prints","wood-engraving","Gift of Dr. Mary Root","[1993.26] *Country Scene*, Cheffetz, Asa",Yes,74876
"16682","Accessioned","77.376","fabric","","Kuba people","Costume","woven and embroidered raffia in diamond pattern","Gift of Mr. Harrison Eiteljorg","[77.376] *fabric* - Kuba people - Congolese",Yes,55498
"16682","Accessioned","77.376","fabric","","Kuba people","Costume","woven and embroidered raffia in diamond pattern","Gift of Mr. Harrison Eiteljorg","[77.376] *fabric* - Kuba people - Congolese",Yes,55498
"16685","Accessioned","33.745","woman's bridal dress; aba","","","Costume","silk, embroidered with silk, mirrors","The Eliza M. and Sarah L. Niblack Collection","[33.745] *woman's bridal dress; aba* - Indian",Yes,55114
"16686","Accessioned","1986.236A-C","evening ensemble","Designer: Halston (American, 1932 - 1990)","","Costume","silk chiffon, tie-dyed","Gift of David W. Campbell","[1986.236A-C] *evening ensemble*, Halston",Yes,50856
"16699","Accessioned","71.229.18","Raphael conversing with Adam and Eve","Artist: John Martin (English, 1789 - 1854)","","Visual Works: Prints","mezzotint","Gift of Mrs. Peter A. Richardson","[71.229.18] *Raphael conversing with Adam and Eve*, Martin, John",No,74085
"16750","Accessioned","32.4","The Tow Rope","Artist: Frank Brangwyn (English, 1867 - 1956)","","Visual Works: Prints","etching and aquatint","Jacob Metzger Fund","[32.4] *The Tow Rope*, Brangwyn, Frank",Yes,69817
"16754","Accessioned","74.548","Phenomena Synanon","Artist: Clinton Adams (American, 1918 - )\\Printer: David Folkman (American)","","Visual Works: Prints","lithograph","Gift of Garo Zareh Antreasian","[74.548] *Phenomena Synanon*, Adams, Clinton, Folkman, David",Yes,76758
"16761","Accessioned","45.101","Night Rain at Karasaki","Artist: Utagawa Hiroshige (Japanese, 1797 - 1858)","","Visual Works: Prints","color woodblock print","Gift in memory of Charles C. Kryter","[45.101] *Night Rain at Karasaki*, Utagawa Hiroshige 歌川広重",Yes,70694
"16784","Accessioned","62.73","Tragala, perro (Take that, you dog), Plate 58","Artist: Francisco José de Goya y Lucientes (Spanish, 1746 - 1828)","","Visual Works: Prints","etching and aquatint","Daniel P. Erwin Fund, Jacob Metzger Fund, Grace Miller Memorial Fund, Delavan Smith Fund, James V. Sweetser Fund","[62.73] *Tragala, perro (Take that, you dog), Plate 58*, Francisco José de Goya y Lucientes",Yes,68183
"16789","Deaccessioned","52.32","vase depicting defeat of Hideyoshi","Artist: Nanpo Gyokuzan (Japanese)","","Containers","stoneware, enamel, paint, gold","Gift of Frank Weaver","Deaccessioned - [52.32] *vase depicting defeat of Hideyoshi*, Nanpo Gyokuzan",Yes,31887
"16809","Accessioned","30.47","The Red Tam","Artist: Leon Kroll (American, 1884 - 1974)","","Visual Works: Paintings","oil on canvas","Purchased from the George T. Carleton Bequest","[30.47] *The Red Tam*, Kroll, Leon",Yes,55806
"16828","Accessioned","76.310","quilt (Log Cabin)","Artist: Rachel M. Henderson (American, 1859 - 1898)","","Furnishings","silk, pieced and quilted","Gift of Mrs. R. Norris Shreve","[76.310] *quilt (Log Cabin)*, Henderson, Rachel M.",Yes,52272
"16828","Accessioned","76.310","quilt (Log Cabin)","Artist: Rachel M. Henderson (American, 1859 - 1898)","","Furnishings","silk, pieced and quilted","Gift of Mrs. R. Norris Shreve","[76.310] *quilt (Log Cabin)*, Henderson, Rachel M.",Yes,52272
"16848","Loan Exhibition","TR9825/1","Portrait of James Whitcomb Riley","Artist: Theodore Clement Steele (American, 1847 - 1926)","","Visual Works: Paintings","oil on canvas","Indianapolis Literary Club","[TR9825/1] *Portrait of James Whitcomb Riley*, Steele, Theodore Clement",No,53863
"16872","Accessioned","43.37","Grey Hills","Artist: Georgia O'Keeffe (American, 1887 - 1986)","","Visual Works: Paintings","oil on canvas","Gift of Mr. and Mrs. James W. Fesler","[43.37] *Grey Hills*, O'Keeffe, Georgia",Yes,55829
"16877","Accessioned","68.19.1","Still Life","Artist: Jacob Cox (American, 1810 - 1892)","","Visual Works: Paintings","oil on canvas","Gift of Mr. L. E. Hess","[68.19.1] *Still Life*, Cox, Jacob",Yes,17625
"16877","Accessioned","68.19.1","Still Life","Artist: Jacob Cox (American, 1810 - 1892)","","Visual Works: Paintings","oil on canvas","Gift of Mr. L. E. Hess","[68.19.1] *Still Life*, Cox, Jacob",Yes,17625
"16877","Accessioned","68.19.1","Still Life","Artist: Jacob Cox (American, 1810 - 1892)","","Visual Works: Paintings","oil on canvas","Gift of Mr. L. E. Hess","[68.19.1] *Still Life*, Cox, Jacob",Yes,17625
"16895","Accessioned","74.2","Wallenstein Lager","Artist: Lovis Corinth (German, 1858 - 1925)","","Visual Works: Prints","ink on paper, drypoint and etching","Robert G. Wolcott Fund","[74.2] *Wallenstein Lager*, Corinth, Lovis",Yes,61814
"16931","Accessioned","57.101","Portrait of William Gurley Munson","Artist: William Merritt Chase (American, 1849 - 1916)","","Visual Works: Paintings","oil on canvas","Bequest of Gladys Munson Wurzburg","[57.101] *Portrait of William Gurley Munson*, William Merritt Chase",Yes,55836
"16931","Accessioned","57.101","Portrait of William Gurley Munson","Artist: William Merritt Chase (American, 1849 - 1916)","","Visual Works: Paintings","oil on canvas","Bequest of Gladys Munson Wurzburg","[57.101] *Portrait of William Gurley Munson*, William Merritt Chase",Yes,55836
"16931","Accessioned","57.101","Portrait of William Gurley Munson","Artist: William Merritt Chase (American, 1849 - 1916)","","Visual Works: Paintings","oil on canvas","Bequest of Gladys Munson Wurzburg","[57.101] *Portrait of William Gurley Munson*, William Merritt Chase",Yes,55836
"16934","Accessioned","2001.48","CFBLACKEBELTOFT","Artist: Joel P. Myers (American, 1934 - )","","Visual Works: Sculpture","blown glass, hot-applied shards, iridized, sandblasted, and acid-etched, with additions","Gift of Marilyn and Eugene Glick","[2001.48] *CFBLACKEBELTOFT*, Myers, Joel Philip",Yes,82009
"16938","Accessioned","1992.255","Huangshan, China","Artist: Lois Conner (American)","","Visual Works: Photographs","platinum print","Gift of Lee Marks Fine Art","[1992.255] *Huangshan, China*, Conner, Lois",Yes,72108
"16953","Loan Exhibition","TR6959/17","","","","Visual Works: Prints","lithograph","Lent by Garo Antreasian","Returned - [TR6959/17]",No,3953
"16969","Deaccessioned","74.591","Ikat dress","","","Costume","silk, rayon","Gift of Dr. Robert B. Failey","Disposed - [74.591] *Ikat dress* - American",Yes,30621
"1697","Accessioned","63.214","Moving Shadows","Artist: Luigi Lucioni (American, 1900 - 1988)","","Visual Works: Prints","etching","Gift of Mr. and Mrs. Joseph Cantor","[63.214] *Moving Shadows*, Lucioni, Luigi",Yes,74157
"17042","Accessioned","78.2","pier table","Artist, attributed to: Anthony G. Quervelle (American, 1789 - 1856)","","Furnishings","mahogany, rosewood, crotch mahogany, maple, tulip poplar, hard white pine, alabaster, marble, gilt bronze, gold stenciling","Emma Harter Sweetser Fund and Lilly Pavilion Discretionary Fund","[78.2] *pier table*, Quervelle, Anthony Gabriel",Yes,47821
"17046","Accessioned","68.21.102","spoon","Artist: Janet P. Bowles (American, 1876 - 1948)","","Tools and Equipment","copper with gold wash","Gift of Jan and Mira Bowles in memory of their mother, Janet Payne Bowles","[68.21.102] *spoon*, Bowles, Janet Payne",Yes,18605
"17088","Accessioned","1985.244","The Rialto, Venice","Artist: Joseph Pennell (American, 1857 - 1926)","","Visual Works: Prints","etching and drypoint","Gift of Dr. Steven Conant in honor of Mr. and Mrs. H. L. Conant","[1985.244] *The Rialto, Venice*, Pennell, Joseph",Yes,68064
"17088","Accessioned","1985.244","The Rialto, Venice","Artist: Joseph Pennell (American, 1857 - 1926)","","Visual Works: Prints","etching and drypoint","Gift of Dr. Steven Conant in honor of Mr. and Mrs. H. L. Conant","[1985.244] *The Rialto, Venice*, Pennell, Joseph",Yes,68064
"17089","Accessioned","32.189A-B","ball gown","Creator: G. and E. Spitzer (Austrian)","","Costume","silk, silk satin ribbons, cotton lace","Gift of Mrs. Addison C. Harris","[32.189A-B] *ball gown*, G. and E. Spitzer",Yes,23239
"17089","Accessioned","32.189A-B","ball gown","Creator: G. and E. Spitzer (Austrian)","","Costume","silk, silk satin ribbons, cotton lace","Gift of Mrs. Addison C. Harris","[32.189A-B] *ball gown*, G. and E. Spitzer",Yes,23239
"17089","Accessioned","32.189A-B","ball gown","Creator: G. and E. Spitzer (Austrian)","","Costume","silk, silk satin ribbons, cotton lace","Gift of Mrs. Addison C. Harris","[32.189A-B] *ball gown*, G. and E. Spitzer",Yes,23239
"17089","Accessioned","32.189A-B","ball gown","Creator: G. and E. Spitzer (Austrian)","","Costume","silk, silk satin ribbons, cotton lace","Gift of Mrs. Addison C. Harris","[32.189A-B] *ball gown*, G. and E. Spitzer",Yes,23239
"1710","Accessioned","80.228","The Sense of Sight","Artist, workshop of: Abraham Janssens (Flemish, about 1575 - 1632)","","Visual Works: Paintings","oil on canvas","Delavan Smith Fund","[80.228] *The Sense of Sight*, Janssens, Abraham",Yes,78760
"17101","Accessioned","62.55","De que mal morira? (From what misfortune will he die?), Plate 40","Artist: Francisco José de Goya y Lucientes (Spanish, 1746 - 1828)","","Visual Works: Prints","etching and aquatint","Daniel P. Erwin Fund, Jacob Metzger Fund, Grace Miller Memorial Fund, Delavan Smith Fund, James V. Sweetser Fund","[62.55] *De que mal morira? (From what misfortune will he die?), Plate 40*, Francisco José de Goya y Lucientes",Yes,68155
"17119","Accessioned","21.11","Munich Girl","Artist: Theodore Clement Steele (American, 1847 - 1926)","","Visual Works: Paintings","oil on canvas","Gift of Mr. and Mrs. Alpheus Snow in memory of Mr. and Mrs. John M. Butler","[21.11] *Munich Girl*, Steele, Theodore Clement",Yes,56209
"17119","Accessioned","21.11","Munich Girl","Artist: Theodore Clement Steele (American, 1847 - 1926)","","Visual Works: Paintings","oil on canvas","Gift of Mr. and Mrs. Alpheus Snow in memory of Mr. and Mrs. John M. Butler","[21.11] *Munich Girl*, Steele, Theodore Clement",Yes,56209
"17123","Accessioned","55.26","An August Sunset - Prairie Dell","Artist: John O. Adams (American, 1851 - 1927)","","Visual Works: Paintings","oil on canvas","Gift of Robert Brady Adams, John Alban Adams, and Edward Wolfe Adams","[55.26] *An August Sunset - Prairie Dell*, Adams, John Ottis",Yes,56213
"17123","Accessioned","55.26","An August Sunset - Prairie Dell","Artist: John O. Adams (American, 1851 - 1927)","","Visual Works: Paintings","oil on canvas","Gift of Robert Brady Adams, John Alban Adams, and Edward Wolfe Adams","[55.26] *An August Sunset - Prairie Dell*, Adams, John Ottis",Yes,56213
"17123","Accessioned","55.26","An August Sunset - Prairie Dell","Artist: John O. Adams (American, 1851 - 1927)","","Visual Works: Paintings","oil on canvas","Gift of Robert Brady Adams, John Alban Adams, and Edward Wolfe Adams","[55.26] *An August Sunset - Prairie Dell*, Adams, John Ottis",Yes,56213
"17123","Accessioned","55.26","An August Sunset - Prairie Dell","Artist: John O. Adams (American, 1851 - 1927)","","Visual Works: Paintings","oil on canvas","Gift of Robert Brady Adams, John Alban Adams, and Edward Wolfe Adams","[55.26] *An August Sunset - Prairie Dell*, Adams, John Ottis",Yes,56213
"17123","Accessioned","55.26","An August Sunset - Prairie Dell","Artist: John O. Adams (American, 1851 - 1927)","","Visual Works: Paintings","oil on canvas","Gift of Robert Brady Adams, John Alban Adams, and Edward Wolfe Adams","[55.26] *An August Sunset - Prairie Dell*, Adams, John Ottis",Yes,56213
"17123","Accessioned","55.26","An August Sunset - Prairie Dell","Artist: John O. Adams (American, 1851 - 1927)","","Visual Works: Paintings","oil on canvas","Gift of Robert Brady Adams, John Alban Adams, and Edward Wolfe Adams","[55.26] *An August Sunset - Prairie Dell*, Adams, John Ottis",Yes,56213
"17149","Accessioned","67.10.116","clock","","","Measuring Devices","gilt bronze","Gift of the Children of J.K. Lilly Jr.","[67.10.116] *clock* - French",Yes,47174
"17156","Accessioned","1993.218","Love Disarmed pattern lettuce fork","Manufacturer: Reed & Barton (American)\\Designer: Charles A. Bennett (American, about 1869 - 1939)","","Tools and Equipment","silver","Gift of Miss Katharine M. Klein","[1993.218] *Love Disarmed pattern lettuce fork*, Reed & Barton, Bennett, Charles A.",Yes,56496
"17161","Accessioned","62.38","Aquellos polbos (Those specks of dust), Plate 23 from Los Caprichos","Artist: Francisco José de Goya y Lucientes (Spanish, 1746 - 1828)","","Visual Works: Prints","aquatint","Daniel P. Erwin Fund, Jacob Metzger Fund, Grace Miller Memorial Fund, Delavan Smith Fund, James V. Sweetser Fund","[62.38] *Aquellos polbos (Those specks of dust), Plate 23 from Los Caprichos*, Francisco José de Goya y Lucientes",Yes,68204
"17164","Accessioned","65.23","Adoration of the Magi","Artist: Pietro Ricchi (Italian, 1605 - 1675)","","Visual Works: Paintings","oil on canvas","Gift of Dr. George Henry Alexander Clowes","[65.23] *Adoration of the Magi*, Ricchi, Pietro",Yes,62235
"17167","Accessioned","79.328","The Pioneers","Artist: Joshua Shaw (American, 1776 - 1861)","","Visual Works: Paintings","oil on canvas","James E. Roberts Fund and Emma Harter Sweetser Fund","[79.328] *The Pioneers*, Shaw, Joshua",Yes,56239
"17167","Accessioned","79.328","The Pioneers","Artist: Joshua Shaw (American, 1776 - 1861)","","Visual Works: Paintings","oil on canvas","James E. Roberts Fund and Emma Harter Sweetser Fund","[79.328] *The Pioneers*, Shaw, Joshua",Yes,56239
"17167","Accessioned","79.328","The Pioneers","Artist: Joshua Shaw (American, 1776 - 1861)","","Visual Works: Paintings","oil on canvas","James E. Roberts Fund and Emma Harter Sweetser Fund","[79.328] *The Pioneers*, Shaw, Joshua",Yes,56239
"17168","Accessioned","26.176","purse","","","Costume Accessories","glass and metal beads, wool, silk, canvas","Gift of Mrs. Louis C. Bucrkhardt","[26.176] *purse* - German",Yes,11331
"17182","Accessioned","1991.118","day dress","Artist: Norman Norell (American, 1900 - 1972)","","Costume","slubbed raw silk, trimmed with silk shantung","Gift of Betty Furness","[1991.118] *day dress*, Norell, Norman",Yes,79635
"17182","Accessioned","1991.118","day dress","Artist: Norman Norell (American, 1900 - 1972)","","Costume","slubbed raw silk, trimmed with silk shantung","Gift of Betty Furness","[1991.118] *day dress*, Norell, Norman",Yes,79635
"17201","Accessioned","1994.38","Taysayac, Half Dome, 4967 Ft., Yosemite","Artist: Carleton E. Watkins (American, 1829 - 1916)","","Visual Works: Photographs","mammoth plate albumen print","Delavan Smith Fund","[1994.38] *Taysayac, Half Dome, 4967 Ft., Yosemite*, Watkins, Carleton Emmons",Yes,70788
"17201","Accessioned","1994.38","Taysayac, Half Dome, 4967 Ft., Yosemite","Artist: Carleton E. Watkins (American, 1829 - 1916)","","Visual Works: Photographs","mammoth plate albumen print","Delavan Smith Fund","[1994.38] *Taysayac, Half Dome, 4967 Ft., Yosemite*, Watkins, Carleton Emmons",Yes,70788
"17212","Accessioned","62.21","Nadie Se Conoce (Nobody knows himself), Plate 6","Artist: Francisco José de Goya y Lucientes (Spanish, 1746 - 1828)","","Visual Works: Prints","ink on paper, etching and aquatint","Daniel P. Erwin Fund, Jacob Metzger Fund, Grace Miller Memorial Fund, Delavan Smith Fund, James V. Sweetser Fund","[62.21] *Nadie Se Conoce (Nobody knows himself), Plate 6*, Francisco José de Goya y Lucientes",Yes,68144
"17213","Accessioned","62.63","Soplones (Blasts of wind), Plate 48","Artist: Francisco José de Goya y Lucientes (Spanish, 1746 - 1828)","","Visual Works: Prints","etching and aquatint","Daniel P. Erwin Fund, Jacob Metzger Fund, Grace Miller Memorial Fund, Delavan Smith Fund, James V. Sweetser Fund","[62.63] *Soplones (Blasts of wind), Plate 48*, Francisco José de Goya y Lucientes",Yes,70636
"17231","Accessioned","29.91","Study Head (Bearded Man)","Artist: Samuel G. Richards (American, 1853 - 1893)","","Visual Works: Paintings","oil on canvas","Gift of Mrs. Samuel Richards","[29.91] *Study Head (Bearded Man)*, Richards, Samuel G",Yes,56327
"17231","Accessioned","29.91","Study Head (Bearded Man)","Artist: Samuel G. Richards (American, 1853 - 1893)","","Visual Works: Paintings","oil on canvas","Gift of Mrs. Samuel Richards","[29.91] *Study Head (Bearded Man)*, Richards, Samuel G",Yes,56327
"17237","Accessioned","2017.86","Young Man in Armor","Artist, after: Peter Paul Rubens (Flemish, 1577 - 1640)","","Visual Works: Paintings","oil on panel","The Clowes Collection","[2017.86] *Young Man in Armor*, Rubens, Peter Paul",Yes,73879
"17239","Accessioned","2001.237","Triumphant Entry of Constantine into Rome","Artist: Peter Paul Rubens (Flemish, 1577 - 1640)","","Visual Works: Paintings","oil on panel","The Clowes Collection","[2001.237] *Triumphant Entry of Constantine into Rome*, Rubens, Peter Paul",Yes,79267
"17239","Accessioned","2001.237","Triumphant Entry of Constantine into Rome","Artist: Peter Paul Rubens (Flemish, 1577 - 1640)","","Visual Works: Paintings","oil on panel","The Clowes Collection","[2001.237] *Triumphant Entry of Constantine into Rome*, Rubens, Peter Paul",Yes,79267
"17239","Accessioned","2001.237","Triumphant Entry of Constantine into Rome","Artist: Peter Paul Rubens (Flemish, 1577 - 1640)","","Visual Works: Paintings","oil on panel","The Clowes Collection","[2001.237] *Triumphant Entry of Constantine into Rome*, Rubens, Peter Paul",Yes,79267
"1724","Accessioned","32.161","Bloomingdale Flower Basket","Artist: George Biddle (American, 1885 - 1973)","","Visual Works: Prints","ink on paper, lithograph","Gift of the Gamboliers","[32.161] *Bloomingdale Flower Basket*, Biddle, George",Yes,73369
"1724","Accessioned","32.161","Bloomingdale Flower Basket","Artist: George Biddle (American, 1885 - 1973)","","Visual Works: Prints","ink on paper, lithograph","Gift of the Gamboliers","[32.161] *Bloomingdale Flower Basket*, Biddle, George",Yes,73369
"17257","Accessioned","1994.55","Palo Verde and Ocotea: Progressive Proof - Yellow","Artist:  (American, 1881 - 1971)","","Visual Works: Prints","color woodblock print on Kozuchi hand-made paper","Gift of Stephen W. Fess and Elaine Ewing Fess","[1994.55] *Palo Verde and Ocotea: Progressive Proof - Yellow*, Baumann, Gustave",Yes,29055
